OTU,Achromobacter.xylosoxidans,Acinetobacter.baumannii,Aggregatibacter.actinomycetemcomitans,Aggregatibacter.aphrophilus,Agrobacterium.fabrum,Agrobacterium.radiobacter,Anaerococcus.prevotii,Anaerolinea.thermophila,Arcanobacterium.haemolyticum,Atopobium.parvulum,Bacillus.anthracis,Bacillus.clausii,Bacillus.subtilis,Bifidobacterium.animalis,Bifidobacterium.breve,Bifidobacterium.dentium,Bifidobacterium.longum,Bordetella.pertussis,Burkholderia.cepacia,Caldilinea.aerophila,Campylobacter.concisus,Campylobacter.curvus,Capnocytophaga.ochracea,Chlamydophila.pneumoniae,Chlorobium.limicola,Comamonas.testosteroni,Corynebacterium.diphtheriae,Corynebacterium.urealyticum,Cronobacter.malonaticus,Cronobacter.sakazakii,Cryptobacterium.curtum,Cutibacterium.avidum,Delftia.acidovorans,Eggerthella.lenta,Enterococcus.faecalis,Escherichia.coli,Eubacterium.limosum,Filifactor.alocis,Finegoldia.magna,Fretibacterium.fastidiosum,Fusobacterium.nucleatum,Gardnerella.vaginalis,Haemophilus.ducreyi,Haemophilus.influenzae,Haemophilus.parainfluenzae,Helicobacter.pylori,Ignavibacterium.album,Klebsiella.pneumoniae,Kytococcus.sedentarius,Lactobacillus.acidophilus,Lactobacillus.amylovorus,Lactobacillus.brevis,Lactobacillus.buchneri,Lactobacillus.casei,Lactobacillus.crispatus,Lactobacillus.fermentum,Lactobacillus.gasseri,Lactobacillus.johnsonii,Lactobacillus.paracasei,Lactobacillus.plantarum,Lactobacillus.reuteri,Lactobacillus.rhamnosus,Lactobacillus.salivarius,Lactococcus.lactis,Leptotrichia.buccalis,Listeria.monocytogenes,Melioribacter.roseus,Mesorhizobium.loti,Moraxella.catarrhalis,Mycobacterium.leprae,Mycobacterium.neoaurum,Mycobacterium.tuberculosis,Mycoplasma.fermentans,Neisseria.gonorrhoeae,Neisseria.lactamica,Neisseria.meningitidis,Ochrobactrum.anthropi,Olsenella.uli,Porphyromonas.asaccharolytica,Porphyromonas.gingivalis,Prevotella.denticola,Prevotella.intermedia,Prevotella.melaninogenica,Propionibacterium.acnes,Proteus.mirabilis,Pseudomonas.aeruginosa,Pseudomonas.fluorescens,Pseudomonas.stutzeri,Pseudopropionibacterium.propionicum,Ralstonia.pickettii,Rhodobacter.capsulatus,Rothia.dentocariosa,Rothia.mucilaginosa,Saccharimonas.aalborgensis,Sanguibacter.keddieii,Staphylococcus.aureus,Staphylococcus.epidermidis,Staphylococcus.warneri,Stenotrophomonas.maltophilia,Streptococcus.agalactiae,Streptococcus.anginosus,Streptococcus.constellatus,Streptococcus.cristatus,Streptococcus.gordonii,Streptococcus.intermedius,Streptococcus.mitis,Streptococcus.mutans,Streptococcus.oralis,Streptococcus.parasanguinis,Streptococcus.pneumoniae,Streptococcus.pyogenes,Streptococcus.salivarius,Streptococcus.sanguinis,Tannerella.forsythia,Treponema.denticola,Treponema.pallidum,Variovorax.paradoxus,Veillonella.parvula,Yersinia.pestis
OB_S10_A100000_D1_R1000_Kraken,0,0,0,0,0,0,0,0,0,0,75950,0,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,605,0,0,0,0,0,0,0,0,0,0,0,1641,0,4473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3160,0,0,0,0,0,0,0
OB_S10_A100000_D1_R1000_MetaMix*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4549.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11605,0,0,0,0,0,0,0,0,0,0,0,0,3451.5,0,0,0,0,0,0,0
OB_S10_A100000_D1_R1000_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,77484.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13607.9,0,0,0,0,0,0,0
OB_S10_A100000_D1_R1000_PathoScope2,0,0,0,0,0,0,0,0,0,0,75950.5,0,0,0,0,0,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.5,0,0,0,0,0,0,0,0,0,608.5,0,0,0,0,0,0,0,0,0,0,0,2690,0,4473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11505,0,0,0,0,0,0,0,0,0,0,0,0,3164.5,0,0,0,0,0,0,0
OB_S10_A100000_D1_R1000_Sigma,0,0,0,0,0,0,0,0,0,0,84734.3,0,0,0,0,0,748.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.914,0,0,0,0,0,0,0,0,0,149.6518,0,0,0,0,0,0,0,0,0,0,0,1150.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3572,0,0,12798.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D1_R1000_Taxator-tk,0,0,0,0,0,0,0,0,0,0,13614,0,0,0,0,0,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,561,0,0,0,0,0,0,0,0,0,0,0,2480,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,10532,0,0,0,0,0,0,0,0,0,0,0,0,2885,0,0,0,0,0,0,0
OB_S10_A100000_D1_R150_Centrifuge,0,0,0,0,0,0,0,0,0,0,42160,0,0,0,0,0,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531.5,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,2916,0,2215.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,5709,0,0,0,0,0,0,0,0,0,0,0,0,1922,0,0,0,0,0,0,0
OB_S10_A100000_D1_R150_Constrains,0,0,0,0,0,0,0,0,0,0,67777.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10963.3,0,0,0,0,0,0,0
OB_S10_A100000_D1_R150_Kraken,0,0,0,0,0,0,0,0,0,0,76125,0,0,0,0,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,636,0,0,0,0,0,0,0,0,0,0,0,1290,0,4431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3085,0,0,0,0,0,0,0
OB_S10_A100000_D1_R150_MetaMix*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2687,0,4432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11370.5,0,0,0,0,0,0,0,0,0,0,0,0,3406,0,0,0,0,0,0,0
OB_S10_A100000_D1_R150_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10963.3,0,0,0,0,0,0,0
OB_S10_A100000_D1_R150_PathoScope2,0,0,0,0,0,0,0,0,0,0,76127,0,0,0,0,0,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,645.5,0,0,0,0,0,0,0,0,0,0,0,2677,0,4431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,11363,0,0,0,0,0,0,0,0,0,0,0,0,3092.5,0,0,0,0,0,0,0
OB_S10_A100000_D1_R150_Sigma,0,0,0,0,0,0,0,0,0,0,83880.6,0,0,0,0,0,859.5231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.358,0,0,0,0,0,0,0,0,0,442.933,0,0,0,0,0,0,0,0,0,0,0,1761.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.6298,0,0,12488.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D1_R150_Taxator-tk,0,0,0,0,0,0,0,0,0,0,4698,0,0,0,0,0,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,541,0,0,0,0,0,0,0,0,0,0,0,1887,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,9008,0,0,0,0,0,0,0,0,0,0,0,0,2507,0,0,0,0,0,0,0
OB_S10_A100000_D1_R300_Centrifuge,0,0,0,0,0,0,0,0,0,0,45126,0,0,0,0,0,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0,0,0,0,0,0,0,0,0,317.5,0,0,0,0,0,0,0,0,0,0,0,2844.5,0,2243.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.5,0,0,5719,0,0,0,0,0,0,0,0,0,0,0,0,1880,0,0,0,0,0,0,0
OB_S10_A100000_D1_R300_Constrains,0,0,0,0,0,0,0,0,0,0,73362.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12989,0,0,0,0,0,0,0
OB_S10_A100000_D1_R300_Kraken,0,0,0,0,0,0,0,0,0,0,76076,0,0,0,0,0,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,588,0,0,0,0,0,0,0,0,0,0,0,1534,0,4487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3136,0,0,0,0,0,0,0
OB_S10_A100000_D1_R300_MetaMix*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2632.5,0,4567.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11485,0,0,0,0,0,0,0,0,0,0,0,0,3675,0,0,0,0,0,0,0
OB_S10_A100000_D1_R300_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,73362.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12989,0,0,0,0,0,0,0
OB_S10_A100000_D1_R300_PathoScope2,0,0,0,0,0,0,0,0,0,0,76076,0,0,0,0,0,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,593,0,0,0,0,0,0,0,0,0,0,0,2609,0,4487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,11428,0,0,0,0,0,0,0,0,0,0,0,0,3136,0,0,0,0,0,0,0
OB_S10_A100000_D1_R300_Sigma,0,0,0,0,0,0,0,0,0,0,84539.6,0,0,0,0,0,776.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.818,0,0,0,0,0,0,0,0,0,245.736,0,0,0,0,0,0,0,0,0,0,0,1315.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.403,0,0,12658.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D1_R300_Taxator-tk,0,0,0,0,0,0,0,0,0,0,8386,0,0,0,0,0,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,2278,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,10096,0,0,0,0,0,0,0,0,0,0,0,0,2748,0,0,0,0,0,0,0
OB_S10_A100000_D1_R75_Centrifuge,0,0,0,0,0,0,0,0,0,0,40283.5,0,0,0,0,0,1067.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.5,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,2839,0,2260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,5766,0,0,0,0,0,0,0,0,0,0,0,0,2079,0,0,0,0,0,0,0
OB_S10_A100000_D1_R75_Constrains,0,0,0,0,0,0,0,0,0,0,70588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11496.4,0,0,0,0,0,0,0
OB_S10_A100000_D1_R75_Kraken,0,0,0,0,0,0,0,0,0,0,76098,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,0,0,0,0,0,901,0,4520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3064,0,0,0,0,0,0,0
OB_S10_A100000_D1_R75_MetaMix*,0,0,0,0,0,0,0,0,0,0,75667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2618,0,4517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11382,0,0,0,0,0,0,0,0,0,0,0,0,3071,0,0,0,0,0,0,0
OB_S10_A100000_D1_R75_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,70588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11496.4,0,0,0,0,0,0,0
OB_S10_A100000_D1_R75_PathoScope2,0,0,0,0,0,0,0,0,0,0,76108.5,0,0,0,0,0,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.5,0,0,0,0,0,0,0,0,0,614.5,0,0,0,0,0,0,0,0,0,0,0,2622,0,4520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,11396,0,0,0,0,0,0,0,0,0,0,0,0,3073.5,0,0,0,0,0,0,0
OB_S10_A100000_D1_R75_Sigma,0,0,0,0,0,0,0,0,0,0,83185.8048,0,0,0,0,0,950.9443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.688,0,0,0,0,0,0,0,0,0,534.107,0,0,0,0,0,0,0,0,0,0,0,2247.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.1255,0,0,12414.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D1_R75_Taxator-tk,0,0,0,0,0,0,0,0,0,0,2513,0,0,0,0,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,1182,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,6981,0,0,0,0,0,0,0,0,0,0,0,0,1944,0,0,0,0,0,0,0
OB_S10_A100000_D1_Rall,0,0,0,0,0,0,0,0,0,0,59092,0,0,0,0,0,1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,1048,0,0,0,0,0,0,0,0,0,0,0,4800,0,8914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,10234,0,0,0,0,0,0,0,0,0,0,0,0,5651,0,0,0,0,0,0,0
OB_S10_A100000_D10_R1000_Centrifuge,0,0,0,0,0,0,0,0,0,0,26694,0,0,0,0,0,12236.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9660,0,1000.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2834,0,0,3506.5,0,0,0,0,0,0,0,0,0,0,0,0,3301,0,0,0,0,0,0,0
OB_S10_A100000_D10_R1000_Constrains,0,0,0,0,0,0,0,0,0,0,14501.4,0,0,0,0,0,8594.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3799.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3949.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10343.3,0,0,0,0,0,0,0
OB_S10_A100000_D10_R1000_Kraken,0,0,0,0,0,0,0,0,0,0,42401,0,0,0,0,0,6082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5323,0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5583,0,0,0,0,0,0,0
OB_S10_A100000_D10_R1000_MetaMix*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12314.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8915.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3331,0,0,7027,0,0,0,0,0,0,0,0,0,0,0,0,5695.5,0,0,0,0,0,0,0
OB_S10_A100000_D10_R1000_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,14501.4,0,0,0,0,0,8594.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3799.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3949.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10343.3,0,0,0,0,0,0,0
OB_S10_A100000_D10_R1000_PathoScope2,0,0,0,0,0,0,0,0,0,0,42402.5,0,0,0,0,0,12287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8887.5,0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3029.5,0,0,7012.5,0,0,0,0,0,0,0,0,0,0,0,0,5585,0,0,0,0,0,0,0
OB_S10_A100000_D10_R1000_Sigma,0,0,0,0,0,0,0,0,0,0,63013.9,0,0,0,0,0,11821.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8432.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5278.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051.0918,0,0,10372.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OB_S10_A100000_D10_R1000_Taxator-tk,0,0,0,0,0,0,0,0,0,0,7716,0,0,0,0,0,11370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8222,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2949,0,0,6416,0,0,0,0,0,0,0,0,0,0,0,0,5103,0,0,0,0,0,0,0
OB_S10_A100000_D10_R150_Centrifuge,0,0,0,0,0,0,0,0,0,0,23600,0,0,0,0,0,12442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9954,0,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2961,0,0,3484,0,0,0,0,0,0,0,0,0,0,0,0,3539.5,0,0,0,0,0,0,0
OB_S10_A100000_D10_R150_Constrains,0,0,0,0,0,0,0,0,0,0,14473.3,0,0,0,0,0,6245.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3992.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3942.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8649.66,0,0,0,0,0,0,0
OB_S10_A100000_D10_R150_Kraken,0,0,0,0,0,0,0,0,0,0,42353,0,0,0,0,0,4840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4233,0,2142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5661,0,0,0,0,0,0,0
OB_S10_A100000_D10_R150_MetaMix*,0,0,0,0,0,0,0,0,0,0,42372,0,0,0,0,0,11953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8926,0,2142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6951,0,0,0,0,0,0,0,0,0,0,0,0,5675,0,0,0,0,0,0,0
OB_S10_A100000_D10_R150_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,14473.3,0,0,0,0,0,6245.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3992.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3942.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8649.66,0,0,0,0,0,0,0
OB_S10_A100000_D10_R150_PathoScope2,0,0,0,0,0,0,0,0,0,0,42353,0,0,0,0,0,11955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8930,0,2142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3042,0,0,6953,0,0,0,0,0,0,0,0,0,0,0,0,5668,0,0,0,0,0,0,0
OB_S10_A100000_D10_R150_Sigma,0,0,0,0,0,0,0,0,0,0,59191.9,0,0,0,0,0,12643.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8086.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7654.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2586.908,0,0,9692.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
