OTU,Achromobacter.xylosoxidans,Acinetobacter.baumannii,Aggregatibacter.actinomycetemcomitans,Aggregatibacter.aphrophilus,Agrobacterium.fabrum,Agrobacterium.radiobacter,Anaerococcus.prevotii,Anaerolinea.thermophila,Arcanobacterium.haemolyticum,Atopobium.parvulum,Bacillus.anthracis,Bacillus.clausii,Bacillus.subtilis,Bifidobacterium.animalis,Bifidobacterium.breve,Bifidobacterium.dentium,Bifidobacterium.longum,Bordetella.pertussis,Burkholderia.cepacia,Caldilinea.aerophila,Campylobacter.concisus,Campylobacter.curvus,Capnocytophaga.ochracea,Chlamydophila.pneumoniae,Chlorobium.limicola,Comamonas.testosteroni,Corynebacterium.diphtheriae,Corynebacterium.urealyticum,Cronobacter.malonaticus,Cronobacter.sakazakii,Cryptobacterium.curtum,Cutibacterium.avidum,Delftia.acidovorans,Eggerthella.lenta,Enterococcus.faecalis,Escherichia.coli,Eubacterium.limosum,Filifactor.alocis,Finegoldia.magna,Fretibacterium.fastidiosum,Fusobacterium.nucleatum,Gardnerella.vaginalis,Haemophilus.ducreyi,Haemophilus.influenzae,Haemophilus.parainfluenzae,Helicobacter.pylori,Ignavibacterium.album,Klebsiella.pneumoniae,Kytococcus.sedentarius,Lactobacillus.acidophilus,Lactobacillus.amylovorus,Lactobacillus.brevis,Lactobacillus.buchneri,Lactobacillus.casei,Lactobacillus.crispatus,Lactobacillus.fermentum,Lactobacillus.gasseri,Lactobacillus.johnsonii,Lactobacillus.paracasei,Lactobacillus.plantarum,Lactobacillus.reuteri,Lactobacillus.rhamnosus,Lactobacillus.salivarius,Lactococcus.lactis,Leptotrichia.buccalis,Listeria.monocytogenes,Melioribacter.roseus,Mesorhizobium.loti,Moraxella.catarrhalis,Mycobacterium.leprae,Mycobacterium.neoaurum,Mycobacterium.tuberculosis,Mycoplasma.fermentans,Neisseria.gonorrhoeae,Neisseria.lactamica,Neisseria.meningitidis,Ochrobactrum.anthropi,Olsenella.uli,Porphyromonas.asaccharolytica,Porphyromonas.gingivalis,Prevotella.denticola,Prevotella.intermedia,Prevotella.melaninogenica,Propionibacterium.acnes,Proteus.mirabilis,Pseudomonas.aeruginosa,Pseudomonas.fluorescens,Pseudomonas.stutzeri,Pseudopropionibacterium.propionicum,Ralstonia.pickettii,Rhodobacter.capsulatus,Rothia.dentocariosa,Rothia.mucilaginosa,Saccharimonas.aalborgensis,Sanguibacter.keddieii,Staphylococcus.aureus,Staphylococcus.epidermidis,Staphylococcus.warneri,Stenotrophomonas.maltophilia,Streptococcus.agalactiae,Streptococcus.anginosus,Streptococcus.constellatus,Streptococcus.cristatus,Streptococcus.gordonii,Streptococcus.intermedius,Streptococcus.mitis,Streptococcus.mutans,Streptococcus.oralis,Streptococcus.parasanguinis,Streptococcus.pneumoniae,Streptococcus.pyogenes,Streptococcus.salivarius,Streptococcus.sanguinis,Tannerella.forsythia,Treponema.denticola,Treponema.pallidum,Trichomonas.vaginalis,Variovorax.paradoxus,Veillonella.parvula,Yersinia.pestis,Pseudomonas.protegens
OB_S426_A1000000_D100_R300_MetaPhlan2,2601.3,8231.8,8281.3,8138.6,0,0,8844.6,0,0,8696.8,20141.3,8679.1,7438.5,9809.6,12462.9,7642.4,9652.9,9767.9,650.2,0,7818.9,8393.8,8658.1,0,8631.5,0,8435.3,9239.8,0,4274.3,0,0,10182.1,8439.5,9406.5,8341.7,8529.9,0,0,0,7093.3,0,0,8806.5,8239.8,8382.7,0,7488.1,0,8657.8,8540.8,31416.5,0,9281,6699.7,8410.7,9633.1,7537.4,57100.4,8121.4,8666.5,8426.6,7131.9,0,8230.9,6283,0,0,0,9761.7,0,9466.9,10303.7,30681.1,49076.2,9898.2,2444.1,0,8685.2,8875.9,9092.2,0,4632.1,9544.5,8938,8748.3,3157.5,5739,0,1615.2,8634.2,9979.7,8821.2,0,0,9002.2,8303.4,6025.4,0,9383.7,11756.2,0,0,9973.9,0,0,9122,11395.7,7425.5,8591.8,9282.6,7256.4,10453.8,0,8777.6,9194,0,0,3961.7,9278,0
OB_S426_A1000000_D100_R300_PathoScope2,15900,21057,5058,1771,3828,5128,1448.5,2786.5,1502,1142,91464.5,3392,15911,15248.5,3634.5,2038.5,17038.5,6232,5055.5,4112,1577,1532,2006,4739,2122,4133,24987.5,3706.5,0,13317,1252,1952.5,5251.5,2887,7059.5,124903,3360,1447.5,1360.5,1840,3359,3890,1271,13513.5,1627,12529,2887,20727.5,2177,2988,1592,3646,3823.5,13741.5,1612.5,4826.5,1464.5,5917.5,316.5,14991.5,8207.5,11489.5,2898,16986.5,1907,27281,2585,5453,1434,5165,4196,27386.5,1696.5,3400,1677,19033,3708,1617,1704,5437,2327.5,2105,2487.5,15534.5,6276.5,30744.5,20517,17452,2656,14371,2975,2051.5,1794.5,0,3224,37666.5,3910.5,1855.5,14558.5,4954.5,4692,4991,1585.5,1662.5,4322,1666,3125.5,1421.5,3363,41001.5,21981.5,5030,1874.5,2577,2191,7918.5,0,15857.5,1622,42706.5,0
OB_S426_A1000000_D100_R300_Taxator-tk,11094.5,19008,4482.5,40,82,0,55,95,67,6.5,43511.5,102,15214.5,13628.5,2019,44.5,14852,615.5,215,238,74,47,142.5,0,125,148.5,24121.5,1866,0,12479,14,17.5,218.5,150,5478.5,120542,109.5,68.5,45,199.5,2521,2367.5,21.5,12905,39.5,12436.5,124,19122,81.5,135.5,74.5,1417.5,3346.5,11905.5,55,3725,27.5,5155,0,12894.5,7306.5,10572,2177.5,15587,135.5,25870,54,218,30,278.5,79,5344.5,330,1391.5,47,16577.5,103.5,23,156,4770,111,200.5,184.5,0,4614.5,28574,9796,13361.5,130.5,5904.5,118,74,53.5,0,73.5,35299,1517,50,12919,3136.5,2888,125.5,66,43.5,3459,96,2149,24,2434,38708,21024.5,4404,68,215,130.5,2263,0,11559.5,65.5,12727,0
OB_S426_A1000000_D100_R75_Centrifuge,9748.5,23594.5,4111.5,903.5,1918.5,0,744,1404.5,797.5,608,59592,1713.5,10485,7478,2848.5,1033,16071,6173.5,2572.5,2070.5,799.5,796.5,1037,0,1066,2000,23255.5,2789,0,8717.5,617.5,0,2673.5,1413.5,5994,116768,1683.5,773.5,709,1004.5,1692.5,2496.5,651.5,11426,820.5,6974,1404,22043.5,1099,3029.5,823.5,3049.5,2141.5,17783.5,804,4902,736.5,4304.5,0,16508,6653.5,15924,1973,20660.5,946,30278.5,1281,2732.5,710.5,5192,2122.5,14433.5,1619.5,3404,1003.5,18979.5,1845,834.5,837,4161,1193.5,1072.5,1268.5,14286,4064,34668,10231.5,11071,0,8398,1468.5,982.5,852.5,0,1635,24853,3570.5,975.5,7535,5348.5,4284,6865.5,0,894,3838,1047.5,2225.5,808,2047,32203.5,18607,3311.5,939,1297.5,1122.5,5153.5,0,7949,812.5,21928,0
OB_S426_A1000000_D100_R75_Kraken,16113,20770,5152,1773,3815,0,1485,2809,1593,1216,80163,3416,12641,14348,3462,2053,6369,6333,5140,4141,1597,1592,2073,0,2131,3995,24768,3563,0,13360,1235,0,5243,2827,6865,39782,3367,1536,1413,2021,3338,3854,1286,13276,1558,12610,2808,11787,2198,3036,1572,3621,3852,9688,1561,4963,1406,5805,0,3721,8007,11461,2843,16460,1888,27936,2562,5465,1421,5209,4244,27162,0,3229,1564,4656,3661,1669,1674,5340,2385,2085,2514,4221,6026,29893,20234,17511,0,14397,2934,1960,1703,0,3269,6450,3963,1853,14474,1538,1881,3853,0,1743,4374,1641,3075,1410,3366,40418,4229,5147,1827,2561,2244,593,0,15764,1621,741,0
OB_S426_A1000000_D100_R75_MetaPhlan2,3001.6,8061.2,8419.8,8664.5,0,0,8540,0,0,8815.9,21637.7,8623.1,6869.7,9002.5,12242.4,7802.1,8574.2,11014.8,796.5,0,8513.7,8992.3,8442.4,0,8753,0,8076.8,8508.9,0,5394.9,0,0,10350.8,9535.8,8710.2,8037.7,8762.5,0,0,0,6108,0,0,8150.3,7986.1,7593.2,0,7429.8,0,8930.8,8712.4,37717.5,0,10115.2,6866.7,8599.9,9255.6,7383.4,54648.1,7956.1,7980.8,8261.9,7230.3,0,8544.4,6190.3,0,0,0,9541.4,0,9013,9624.4,36240,54041.2,9952.2,2787.5,0,7759.6,8507,8722.3,0,4553.4,9044.9,8271.6,8138.1,3583.1,5549.5,0,1635.6,8430.5,8627,7591.1,0,0,8610.7,9132.7,6390.6,0,9265,11880.4,0,0,11377.5,0,149530,9033.3,16896.8,7717.2,8977.1,8850.7,7250.4,9856.1,0,8862.7,9072.1,0,0,4518.7,9009.2,0
OB_S426_A1000000_D100_R75_PathoScope2,16219.5,20859,5175.5,1756.5,3809.5,5156.5,1482,2809,1580,1215,75805.5,3402.5,15840,14924.5,3821,2043.5,16855.5,6330,5139,4141,1594.5,1592.5,2072.5,4665,2131,3990.5,24810.5,3552.5,0,13347,1234,1990,5229,2826,6884.5,125356.5,3363.5,1517.5,1400,1882,3359,3848.5,1278.5,13357.5,1529,12613.5,2808,20571.5,2197.5,3077.5,1573,3618.5,3838,13990,1536,5016.5,1380,5901,281,14920,7984.5,11422,2835,17062.5,1887.5,27925,2562,5465,1415,5207.5,4240.5,27151.5,1661,3356.5,1417.5,19345.5,3660,1669,1672.5,5400,2381.5,2074.5,2519.5,15789,6006.5,30232.5,20240,17559.5,2637,14412.5,2931.5,1957.5,1702,0,3269,38083.5,3981.5,1832.5,14464,4931,4369,5571,1598,1740,3931,1531.5,3070,1370.5,3376.5,41508,21639,5144,1843.5,2549.5,2242.5,8007,0,15775,1619.5,42928.5,0
OB_S426_A1000000_D100_R75_Taxator-tk,5949,14089,2783.5,10.5,32,0,28.5,58,26,3.5,21584,44.5,12974,9157.5,846.5,11.5,10944,415,77,108.5,39.5,18.5,68,0,70.5,53.5,20105.5,822,0,10373,6.5,8.5,97,44.5,2892,110460,33,31,15,68.5,1307.5,1226.5,5,11104,13.5,11729,59,14374.5,45.5,46.5,23.5,569.5,2171,7203,18.5,1995.5,14,3901.5,0,7451.5,5984,7741.5,1204.5,10911.5,75,21079.5,34.5,84,10.5,99,34,1639.5,154,396,26.5,8420.5,36.5,7.5,73.5,2918.5,50.5,117.5,69.5,0,2131.5,22208.5,4226.5,8638.5,61.5,3225.5,31.5,22.5,24,0,30,24036,758.5,23,9748.5,1415.5,1481,34.5,36,23,1678,51,886,9,1391,27772.5,15678.5,3315,23,131.5,61,772.5,0,7324.5,32,4432,0
OB_S426_A1000000_D100_Rall,7041,16429,7041,2347,4694,4694,2347,2347,2347,2347,14082,2347,11735,23470,4694,2347,21123,4694,4694,2347,2347,2347,2347,11735,2347,2347,30511,4694,2347,7041,2347,2347,2347,2347,7041,75104,2347,2347,2347,2347,4694,7041,2347,21123,2347,23470,2347,11735,2347,4694,2347,4694,4694,11735,2347,7041,2347,9388,2347,14082,11735,11735,4694,21123,2347,28164,2347,2347,2347,4694,2347,18776,4694,4694,2347,25817,4694,2347,2347,7041,2347,4694,4694,18776,4694,14082,9388,11735,2347,16429,2347,2347,2347,2347,2347,39899,4694,2347,9388,7041,7041,7041,2347,2347,7041,2347,4694,2347,4694,58675,35205,7041,2347,2347,2347,21123,100000,11735,2347,28164,0
OB_S426_A1000000_D50_R1000_Centrifuge,10343,22456,5133.5,1459.5,1528.5,0,358,300.5,220,197.5,92968,547,9786,8823.5,3546.5,451,16112,10287,784.5,3425,1282,367.5,323,0,1780,3520.5,29949,2287.5,0,4302,201.5,0,1182,475,3608.5,136394,2746.5,166,213.5,344,633,1541.5,293.5,6618,245,7130,2368,12298,1800,5111.5,1319.5,2571,1978,13761,347,3928,354.5,4627.5,0,11430,9425,15403,1633.5,12353.5,327,31878.5,338.5,1285.5,1287.5,8294,685.5,13863,1608,2414,274.5,15136.5,2115,319,1478,2414,446.5,470,1270.5,17196.5,3476,21436,6710.5,15531.5,0,6014,2391.5,1576,1574,0,581,35130,4913,212.5,5314.5,3642,6240,5651.5,0,1456,3055,1506.5,1831.5,376,1591.5,44996,10350.5,2029.5,1667,628.5,1881.5,8093.5,0,6408.5,276,20552.5,0
OB_S426_A1000000_D50_R1000_Kraken,19349,19532,8385,2913,3050,0,709,601,440,395,115554,1084,17663,17460,5877,902,10852,10637,1569,6851,2564,735,645,0,3561,7039,31528,3362,0,8121,403,0,2307,950,5610,66278,5494,331,420,771,1262,2686,581,10604,466,14226,4733,16353,3600,5192,2609,3547,3888,10205,684,6048,697,7747,0,5993,13213,15955,2689,14480,653,27134,677,2571,2575,8415,1370,23060,0,3425,533,8238,4204,638,2956,4456,893,926,2525,5551,6455,30177,13390,29319,0,11681,4778,3152,3146,0,1161,10636,6369,410,10416,1932,4151,3601,0,2903,5407,2889,3288,718,2940,41187,5715,3736,3325,1234,3762,1631,0,12808,549,2086,0
OB_S426_A1000000_D50_R1000_MetaPhlan2,322.2,7625,14839.4,14652.4,0,0,3157.3,0,0,1425.2,20018.9,981.7,8055.8,12610.6,20422,1969.4,10861.1,20770.1,0,0,14306.8,2672,1859.7,0,16779.9,0,11173.4,7909.2,0,1292,0,0,2657.7,1471.9,8249.4,8292.3,15115.9,0,0,0,1353.4,0,0,6186.6,583,8899.8,0,4691.4,0,17083.7,13924,62369.2,0,6618.7,1539,11171,3768.1,10041,46458.8,6267.9,14390.9,11725.2,6248.4,0,864.1,4874.1,0,0,0,18470,0,8277.4,10275.7,20389.9,28283.9,7867.8,1673,0,16758.9,7116.2,2571.7,0,4279.4,9687.1,9072.8,8817.8,1485.7,9732.4,0,537.3,15617.9,15995,17917.2,0,0,10426.5,14558.8,0,0,7888.7,15101.3,0,0,19026,0,0,10165.9,4545.6,6244.5,8764.7,4749.2,5440.1,17345.9,0,17211.7,10217.4,0,0,0,8543.8,0
OB_S426_A1000000_D50_R1000_PathoScope2,19609.5,19615,8474,2796,3050,8420,702,601,441,396,103286,1075,18481,17493,8576.5,870.5,15842,10594,1556,6851,2561,731,645,5276,3561,7016,31591,3358,0,8017.5,400,3068,2259,952,5581.5,122771.5,5491,319,436,688,1262,2679,573,10605,470,14230,4734,19521.5,3590,5227,2656,3524.5,3871,11032,611,5991.5,495.5,7979.5,18,12114,13255,15908.5,2656,14694,653,27138.5,676,2571,2554,8413,1369,23034,1765,1241,125,20430,4204,638,2950,4491,871,899,2563,15425,6442.5,30125.5,13237,29615,635,11687,4777,3112,3158,0,1159,43232.5,6332,389,10414,4369,7765,1697.5,319,3082,8157.5,1173.5,3186.5,511.5,2727.5,43748,11887.5,4026,2927,1221,3756,8255,0,12882.5,548,37838.5,0
OB_S426_A1000000_D50_R1000_Taxator-tk,16424,18302,7820,73,112,0,33,30,28,5,52318.5,48,17778,16067,4052,30,16393.5,1290,88,526,158,33,77,0,278,340,30828,2053,0,7677,9,72,117,81,4958,118972,222,31,20,115,1055,2065,10,10236,19,14171,307,18234,227,306,162,1743,3539,9904,35,5328,16,6977,0,11335,11899,14994.5,2216,13981,59,26178,24,167,70,653,39,7156,536.5,1974,21,16600,213,13,394,4130,76,122,218,0,5561,29119,8503,24017,28,6142,277,148,132,0,36,41800,3053,14,9624,3122,5501,200,24,80,4536,194,2687,8,2378,40083,11855,3259,148,161,319,3643,0,9081,30,17157,0
OB_S426_A1000000_D50_R150_Centrifuge,10881,23476.5,5883.5,1444,1503,0,356,286,217.5,170.5,73839.5,558,10456,8990.5,3916,443.5,17020.5,10319,786,3355,1277,349.5,339.5,0,1774,3472,31042.5,2326.5,0,4546,204,0,1157.5,477,3965,130768,2732,170,229,346.5,622,1716.5,294.5,7596.5,234.5,7330,2400,14889,1781,5025,1324.5,2792,1979,14511.5,334,4704.5,342,4862,0,13585.5,9769,17731,1707,15349.5,330,31149.5,343.5,1304.5,1244,8372.5,696.5,12632.5,1667,2820.5,281.5,16202,2212,338,1442.5,2768,456,457,1232.5,15829.5,3885.5,28286.5,6734,16074.5,0,6170,2444.5,1685.5,1565,0,570,30280,5152.5,259.5,5292.5,3899.5,6513,6067,0,1475.5,3460.5,1614,2022,372,1726,38568,10909.5,2103,1679.5,581.5,1851,6189,0,6375.5,265.5,19592,0
OB_S426_A1000000_D50_R150_Kraken,19185,19511,8524,2867,2988,0,712,572,430,341,107823,1107,16571,17773,5785,887,9288,10636,1572,6710,2552,698,678,0,3548,6943,31756,3206,0,8070,408,0,2246,954,5494,54151,5464,334,456,708,1237,2794,581,10663,441,14506,4799,14540,3562,5076,2612,3586,3794,9247,656,5981,662,7640,0,4639,13149,16104,2671,14423,656,27034,687,2609,2487,8437,1393,22871,0,3465,492,6448,4395,676,2885,4457,911,898,2452,4505,6577,30511,13399,28737,0,11905,4881,3370,3129,0,1140,8428,6276,488,10333,1454,3692,3638,0,2932,5312,2954,3328,644,3026,41177,4013,3738,3336,1138,3701,1118,0,12730,529,1192,0
OB_S426_A1000000_D50_R150_MetaPhlan2,1267.3,7596.7,14404.5,13486.8,0,0,3626.1,0,0,1738.5,25372.4,2037.5,8473.2,10894.5,18216.4,2613.4,9572.9,15735.2,0,0,13509,3130.5,2308.5,0,14979.3,0,10315.2,7165.8,0,2086.2,0,0,4123.6,2253.7,7170.5,7911.8,14048.1,0,0,0,1930.9,0,0,6254.9,1979.2,9086.2,0,5584.7,0,14946.8,13443.1,33868.4,0,7105.9,2629.1,10407.8,5406.2,9725.7,41827.6,6312.4,13798.3,11666.9,6526.1,0,1912.5,5871.9,0,0,0,15587.7,0,7344.7,9691.3,32086.6,42996.7,8979.6,2720.3,0,13992.2,6659.4,2718.7,0,4096.1,8764.6,8597.1,8532.1,2857.2,9283.1,0,946,14452.8,15263,15023,0,0,9725.1,14257.8,1100.6,0,7156.9,17116.3,0,0,18548.9,0,170605,9286.5,10503.4,6990.4,8849,4566.9,4991.4,17601,0,14977.4,8971.8,0,0,1047.2,7520.7,0
OB_S426_A1000000_D50_R150_PathoScope2,19421.5,19606.5,8562,2846.5,2985,8549,711.5,572,427.5,341,97243,1103.5,18625,17915,6045,885.5,18593,10650.5,1572,6710,2552,697,678,5070,3548,6936.5,31759.5,3209,0,8038,408,3212.5,2255,954,5491.5,122517.5,5464,331.5,456.5,656,1237,2793,580.5,10665.5,434.5,14507,4799.5,19664,3562,5106.5,2612.5,3581.5,3789.5,10736.5,643.5,5982.5,649,7658.5,42.5,12470,13165.5,16221.5,2666.5,14778.5,655.5,27019,686.5,2609,2481,8434,1393,22861,1763.5,3363,402.5,17921.5,4394,676,2883.5,4463,912,898,2452,15468.5,6560.5,30539,13402,28814.5,630.5,11919.5,4881,3366.5,3129,0,1139.5,42500.5,6783.5,483,10326,4012.5,8597.5,3927,365,2920,5144,2973.5,3318.5,615.5,3025.5,41624,12233,3734,3330,1136.5,3700.5,8253.5,0,12738,529,37715,0
OB_S426_A1000000_D50_R150_Taxator-tk,12486,16265,6468,39.5,57,0,21,15.5,9.5,2,35284,29.5,17208,14779.5,2284.5,9.5,14682.5,860.5,40.5,255.5,98.5,7,33.5,0,158.5,162,29319.5,1187,0,7292.5,5.5,27.5,59.5,29,3586.5,115109,113,10.5,12.5,47.5,740.5,1424,6.5,9861.5,8,14204,154.5,16748,123,145.5,89.5,926,2955,7755,13.5,3599.5,14,6292.5,0,8731,11235,13616,1633.5,12329.5,28,24133,11.5,65,42,253,20.5,2541.5,253.5,805.5,9,12636.5,75.5,6,179,3346,29,69,85,0,3590,27803,5227,18872,24,4825,108.5,69,46,0,11.5,35958,1820.5,6.5,8830,1877,3904.5,47.5,16,48,3108,143.5,1621,8,1854.5,36200.5,10832.5,2948,73.5,74.5,153.5,1462.5,0,6646.5,15.5,6757,0
OB_S426_A1000000_D50_R300_Centrifuge,10326.5,22787,5261,1480,1506.5,0,363.5,289.5,213.5,192,81878,552.5,9912.5,8897,3598,448.5,16073.5,10275,796.5,3347.5,1320.5,348,330.5,0,1748,3496.5,30226.5,2215,0,4286.5,201.5,0,1168,474.5,3629.5,135170,2698.5,164,219,367,595,1594,280,6678,220,7187,2322.5,12340,1795,5041.5,1379,2604,1937.5,13893.5,328,3960.5,333.5,4470,0,12069.5,9631,15771.5,1628.5,12805,354.5,31727,330,1270.5,1298,8315.5,683.5,13440,1576,2426.5,264.5,15214.5,2176.5,350.5,1473,2412,455,465.5,1294,16844.5,3603.5,22143,6688,15300.5,0,6089,2451.5,1569.5,1583.5,0,562,32923,4937,256.5,5239,3618.5,6157.5,5814.5,0,1450.5,2982.5,1540.5,1809.5,334,1619,43257.5,10349.5,2053.5,1617,598.5,1863,7281,0,6412.5,290,20520,0
OB_S426_A1000000_D50_R300_Kraken,19246,19762,8575,2950,3003,0,724,579,425,381,115170,1100,17924,17621,5910,897,10985,10605,1592,6695,2637,696,661,0,3496,6993,31653,3280,0,8074,403,0,2296,949,5695,65422,5397,325,428,778,1186,2739,553,10612,421,14322,4643,16020,3590,5108,2741,3540,3802,10027,648,5946,656,7542,0,6000,13454,16183,2711,14579,708,27178,660,2541,2596,8439,1367,22964,0,3409,513,8074,4311,701,2946,4401,910,912,2570,5521,6627,30548,13348,28930,0,11815,4893,3138,3167,0,1124,10282,6376,497,10222,1886,4013,3697,0,2894,5328,2932,3260,647,2976,41108,5642,3799,3225,1169,3726,1644,0,12810,576,2066,0
OB_S426_A1000000_D50_R300_MetaPhlan2,884.9,7639.3,14662.5,14251.2,0,0,3633,0,0,1929.7,22891.8,1776.4,8628.2,11232.9,18870.4,2440.4,10168.1,17017.4,0,0,14828.7,2822.6,1798.5,0,14898.9,0,10715.3,7630.8,0,1891.5,0,0,3739.8,1881.2,7653.4,7613.4,14429.6,0,0,0,2029,0,0,6417,1319.5,9151.7,0,5491.1,0,15619.1,15650,37377.6,0,6871.7,1862.1,10473.6,4657.5,9735.5,42427.2,6391.9,14200.5,11738.6,6684.4,0,2286.6,6165,0,0,0,15971.3,0,7926.7,9931.6,29880.7,40634.8,8724.5,2478.4,0,15551,6845.4,2594.7,0,4402.9,9122.5,8869.9,8799.4,2243.2,9603.2,0,836.1,14980.2,14455.5,16073.8,0,0,9877,14748.7,417,0,7440.4,15914,0,0,17987.6,0,169459,9348.3,5569.5,6594.7,8576.4,4706.6,5001.6,17327.4,0,15250.9,9494.5,0,0,719,8020.1,0
OB_S426_A1000000_D50_R300_PathoScope2,19503.5,19854,8593,2937,3003,8557,724,579,422.5,381,101902,1098.5,18861,17650,6040,896.5,18561,10608,1591,6695,2637.5,695.5,661,5206,3496,6991.5,31645,3284,0,8057,403,3223.5,2294,949,5689,122158,5397,322.5,429.5,712,1187,2739,551,10623.5,415,14322,4643,19428,3590,5134,2739,3542,3799,10722,637,5951,644,7557,46,12333.5,13465,16206,2709.5,14836,708,27177,660,2541,2590.5,8438.5,1365,22948.5,1716.5,3355,450,17878,4311,701,2945,4414,909.5,907,2570.5,15403.5,6620.5,30549.5,13348.5,28989.5,624,11827,4893,3138.5,3166.5,0,1124,42259.5,6786,490,10216.5,4165,8347,3891.5,398.5,2884,5219,2987.5,3264,628,2970,41296,12211.5,3793,3219.5,1166.5,3726,8185,0,12813,576,38188.5,0
OB_S426_A1000000_D50_R300_Taxator-tk,15227,17966.5,7620.5,65,90,0,26.5,20,17.5,3,45047,35,17891,15750.5,3296,21,15929,1036.5,58.5,347,118,23.5,47.5,0,206.5,232.5,30529.5,1720,0,7548,6,29,88.5,51,4633,117748,150,23,15,60,893.5,1836.5,7.5,10129,13,14192,215.5,17606.5,164.5,198.5,145,1285,3350.5,9205.5,21,4595.5,12,6616.5,0,10588.5,11893.5,14717.5,2045,13722,38,25613,9,98,57.5,427,32,4580,369.5,1369,19,15623.5,134,14,291,3884.5,48.5,88.5,109,0,4875.5,29173.5,7216,21977.5,35,5630.5,202,95.5,106,0,26.5,40068.5,2433.5,10,9238.5,2614,4806.5,127.5,22.5,58.5,4035.5,158,2229,9,2170.5,39159.5,11651,3261.5,83.5,113,220,2338,0,8276,21.5,11302.5,0
OB_S426_A1000000_D50_R75_Centrifuge,12324,24586,6621,1464.5,1479.5,0,352,294.5,206.5,196.5,65162.5,568,12571.5,8819,4512.5,464,17247,10333,810.5,3319,1363,341,343,0,1763.5,3502,29881,2649.5,0,5411,201.5,0,1216,494.5,5109.5,117225,2690.5,154,212.5,388,632.5,1858,290.5,9066.5,253.5,7864.5,2311.5,18784,1787.5,5187,1368,2975,2151,13868.5,353,5914.5,397.5,5683.5,0,13535.5,11064.5,20788,1906,19084,330,30950,339,1293.5,1296.5,8340.5,696.5,12196.5,1683.5,3315.5,409.5,17142,2178.5,348.5,1452.5,3457.5,463,446,1293,14094,4456,37857.5,6702.5,18284,0,6236,2349.5,1576,1618.5,0,581.5,27856.5,5634.5,259,5391,4500.5,7116,6179,0,1502.5,4261.5,1647,2339,432.5,1780,32797.5,10307,2351,1616.5,602.5,1874,5297,0,6367.5,276.5,19295.5,0
OB_S426_A1000000_D50_R75_Kraken,19496,19640,8299,2896,2936,0,697,589,407,393,90332,1125,14215,16949,5586,924,7257,10646,1619,6638,2721,678,684,0,3526,6997,31602,3394,0,8158,403,0,2366,989,5752,40016,5381,294,422,779,1251,2756,563,10428,463,14238,4620,11975,3575,5190,2641,3587,3828,7589,657,6003,708,7683,0,3174,13336,15888,2749,14232,656,27580,676,2585,2588,8372,1391,22983,0,3191,474,4422,4326,697,2905,4441,923,871,2568,3330,6531,30327,13243,28982,0,11926,4697,3150,3235,0,1162,6494,6395,415,10264,1123,3203,3303,0,2961,4982,2805,3266,680,2893,40806,2475,3803,3182,1175,3747,631,0,12677,552,662,0
OB_S426_A1000000_D50_R75_MetaPhlan2,1455.7,7293.4,14153.5,14171,0,0,3483.7,0,0,2083.1,25099.8,2151.6,7827.5,10454.9,18016.9,2963.4,9012,15682.1,0,0,14666.7,3196.3,2157.6,0,14377.7,0,10089.3,7476.6,0,2518.4,0,0,4786.6,2287.7,7548.4,7815.6,13839,0,0,0,1902.7,0,0,5866.5,2031.9,8321.4,0,5947.5,0,15260.9,14469.3,57373.4,0,7164.2,2718.8,10179.1,5351.7,9477.3,40051.5,6295.9,13166.1,11217,6472.9,0,2354.2,5885.5,0,0,0,15066.8,0,7205.1,9464.5,31543.6,42919,8826.3,2683,0,14287.8,6798.7,2923.8,0,4177.1,8579.4,8636.9,8258.5,2730.2,9184,0,939.7,13589.3,13554.6,15588.4,0,0,9352.5,14591.9,1193.1,0,7439,16150.8,0,0,18249.8,0,151353,9260.6,13749.1,6381,8675.8,4549.6,5019.6,16745.2,0,14816.7,9083.3,0,0,1295.9,7706.5,0
OB_S426_A1000000_D50_R75_PathoScope2,19776,19725.5,8347,2875,2932.5,8365.5,696.5,589,403.5,392.5,86242,1121.5,18547.5,17582,6101.5,918.5,18108.5,10636,1619,6637.5,2723.5,677,684,5073,3526,6996,31617,3398.5,0,8109,402.5,3137.5,2369.5,989,5741.5,123190.5,5379.5,290.5,422.5,730.5,1255.5,2753,558,10430.5,454.5,14240,4620.5,19470,3573,5261,2654.5,3605,3820,10658.5,643,6021,685.5,7743.5,33,12367.5,13359,16014,2740.5,14828.5,655,27562,675,2584,2577.5,8369,1390.5,22989.5,1727,3244.5,349,18089.5,4327.5,696.5,2903,4469.5,921.5,863.5,2572,15526.5,6516,30403.5,13259.5,29045,680.5,11934.5,4696.5,3144.5,3235,0,1160.5,42604.5,6423,401.5,10259.5,4126.5,8772.5,3975,362,2933,4608,2709.5,3253.5,632.5,2890,41946,12340,3798,3197.5,1177,3745.5,8261,0,12684,551.5,37827.5,0
